From	Entry	Entry Name	Organism	Gene Names
Q96DU7	Q96DU7	IP3KC_HUMAN	Homo sapiens (Human)	ITPKC IP3KC
Q96DV4	Q96DV4	RM38_HUMAN	Homo sapiens (Human)	MRPL38 HSPC262
Q96E29	Q96E29	MTEF3_HUMAN	Homo sapiens (Human)	MTERF3 MTERFD1 CGI-12
Q96EB6	Q96EB6	SIR1_HUMAN	Homo sapiens (Human)	SIRT1 SIR2L1
Q96EF0	Q96EF0	MTMR8_HUMAN	Homo sapiens (Human)	MTMR8
Q96EK5	Q96EK5	KBP_HUMAN	Homo sapiens (Human)	KIFBP KBP KIAA1279 KIF1BP
Q96EL3	Q96EL3	RM53_HUMAN	Homo sapiens (Human)	MRPL53
Q96EP1	Q96EP1	CHFR_HUMAN	Homo sapiens (Human)	CHFR RNF196
Q96EQ8	Q96EQ8	RN125_HUMAN	Homo sapiens (Human)	RNF125
Q96EX3	Q96EX3	DC2I2_HUMAN	Homo sapiens (Human)	DYNC2I2 WDR34
Q96EY1	Q96EY1	DNJA3_HUMAN	Homo sapiens (Human)	DNAJA3 HCA57 TID1
Q96EY8	Q96EY8	MMAB_HUMAN	Homo sapiens (Human)	MMAB
Q96F10	Q96F10	SAT2_HUMAN	Homo sapiens (Human)	SAT2 SSAT2
Q96F44	Q96F44	TRI11_HUMAN	Homo sapiens (Human)	TRIM11 RNF92
Q96F46	Q96F46	I17RA_HUMAN	Homo sapiens (Human)	IL17RA IL17R
Q96F81	Q96F81	DISP1_HUMAN	Homo sapiens (Human)	DISP1 DISPA
Q96FE5	Q96FE5	LIGO1_HUMAN	Homo sapiens (Human)	LINGO1 LERN1 LRRN6A UNQ201/PRO227
Q96FJ0	Q96FJ0	STALP_HUMAN	Homo sapiens (Human)	STAMBPL1 AMSHLP KIAA1373
Q96FZ7	Q96FZ7	CHMP6_HUMAN	Homo sapiens (Human)	CHMP6 VPS20
Q96G27	Q96G27	WBP1_HUMAN	Homo sapiens (Human)	WBP1
Q96G74	Q96G74	OTUD5_HUMAN	Homo sapiens (Human)	OTUD5
Q96G97	Q96G97	BSCL2_HUMAN	Homo sapiens (Human)	BSCL2
Q96GA3	Q96GA3	LTV1_HUMAN	Homo sapiens (Human)	LTV1 C6orf93
Q96GA7	Q96GA7	SDSL_HUMAN	Homo sapiens (Human)	SDSL
Q96GC5	Q96GC5	RM48_HUMAN	Homo sapiens (Human)	MRPL48 CGI-118 HSPC290
Q96GD3	Q96GD3	SCMH1_HUMAN	Homo sapiens (Human)	SCMH1
Q96GN5	Q96GN5	CDA7L_HUMAN	Homo sapiens (Human)	CDCA7L HR1 JPO2 R1
Q96GX5	Q96GX5	GWL_HUMAN	Homo sapiens (Human)	MASTL GW GWL THC2
Q96GX9	Q96GX9	MTNB_HUMAN	Homo sapiens (Human)	APIP CGI-29
Q96H15	Q96H15	TIMD4_HUMAN	Homo sapiens (Human)	TIMD4 TIM4
Q96H22	Q96H22	CENPN_HUMAN	Homo sapiens (Human)	CENPN C16orf60 ICEN32 BM-309
Q96HA1	Q96HA1	P121A_HUMAN	Homo sapiens (Human)	POM121 KIAA0618 NUP121 POM121A
Q96HA7	Q96HA7	TONSL_HUMAN	Homo sapiens (Human)	TONSL IKBR NFKBIL2
Q96HC4	Q96HC4	PDLI5_HUMAN	Homo sapiens (Human)	PDLIM5 ENH L9
Q96HL8	Q96HL8	SH3Y1_HUMAN	Homo sapiens (Human)	SH3YL1
Q96HR3	Q96HR3	MED30_HUMAN	Homo sapiens (Human)	MED30 THRAP6 TRAP25
Q96HR8	Q96HR8	NAF1_HUMAN	Homo sapiens (Human)	NAF1
Q96HS1	Q96HS1	PGAM5_HUMAN	Homo sapiens (Human)	PGAM5
Q96HW7	Q96HW7	INT4_HUMAN	Homo sapiens (Human)	INTS4 MSTP093
Q96I45	Q96I45	TM141_HUMAN	Homo sapiens (Human)	TMEM141
Q96I51	Q96I51	RCC1L_HUMAN	Homo sapiens (Human)	RCC1L WBSCR16
Q96I99	Q96I99	SUCB2_HUMAN	Homo sapiens (Human)	SUCLG2
Q96IY1	Q96IY1	NSL1_HUMAN	Homo sapiens (Human)	NSL1 C1orf48 DC31 DC8 MIS14
Q96IZ0	Q96IZ0	PAWR_HUMAN	Homo sapiens (Human)	PAWR PAR4
Q96J87	Q96J87	CELF6_HUMAN	Homo sapiens (Human)	CELF6 BRUNOL6
Q96J92	Q96J92	WNK4_HUMAN	Homo sapiens (Human)	WNK4 PRKWNK4
Q96J94	Q96J94	PIWL1_HUMAN	Homo sapiens (Human)	PIWIL1 HIWI
Q96JA1	Q96JA1	LRIG1_HUMAN	Homo sapiens (Human)	LRIG1 LIG1
Q96JH8	Q96JH8	RADIL_HUMAN	Homo sapiens (Human)	RADIL KIAA1849
Q96JN0	Q96JN0	LCOR_HUMAN	Homo sapiens (Human)	LCOR C10orf12 KIAA1795 MLR2
Q96JN8	Q96JN8	NEUL4_HUMAN	Homo sapiens (Human)	NEURL4 KIAA1787
Q96JP5	Q96JP5	ZFP91_HUMAN	Homo sapiens (Human)	ZFP91 ZNF757 FKSG11
Q96JY6	Q96JY6	PDLI2_HUMAN	Homo sapiens (Human)	PDLIM2 PP6345
Q96JZ2	Q96JZ2	HSH2D_HUMAN	Homo sapiens (Human)	HSH2D ALX
Q96KE9	Q96KE9	BTBD6_HUMAN	Homo sapiens (Human)	BTBD6 BDPL
Q96KM6	Q96KM6	Z512B_HUMAN	Homo sapiens (Human)	ZNF512B KIAA1196
Q96KN2	Q96KN2	CNDP1_HUMAN	Homo sapiens (Human)	CNDP1 CN1 CPGL2 UNQ1915/PRO4380
Q96KN7	Q96KN7	RPGR1_HUMAN	Homo sapiens (Human)	RPGRIP1
Q96KQ4	Q96KQ4	ASPP1_HUMAN	Homo sapiens (Human)	PPP1R13B ASPP1 KIAA0771
Q96KQ7	Q96KQ7	EHMT2_HUMAN	Homo sapiens (Human)	EHMT2 BAT8 C6orf30 G9A KMT1C NG36
Q96KS0	Q96KS0	EGLN2_HUMAN	Homo sapiens (Human)	EGLN2 EIT6
Q96L73	Q96L73	NSD1_HUMAN	Homo sapiens (Human)	NSD1 ARA267 KMT3B
Q96L93	Q96L93	KI16B_HUMAN	Homo sapiens (Human)	KIF16B C20orf23 KIAA1590 SNX23
Q96LA9	Q96LA9	MRGX4_HUMAN	Homo sapiens (Human)	MRGPRX4 MRGX4 SNSR5 SNSR6
Q96LB1	Q96LB1	MRGX2_HUMAN	Homo sapiens (Human)	MRGPRX2 MRGX2
Q96LB8	Q96LB8	PGRP4_HUMAN	Homo sapiens (Human)	PGLYRP4 PGRPIB SBBI67
Q96LL9	Q96LL9	DJC30_HUMAN	Homo sapiens (Human)	DNAJC30 WBSCR18
Q96LT7	Q96LT7	CI072_HUMAN	Homo sapiens (Human)	C9orf72 DENND9 DENNL72
Q96LW4	Q96LW4	PRIPO_HUMAN	Homo sapiens (Human)	PRIMPOL CCDC111
Q96MF2	Q96MF2	STAC3_HUMAN	Homo sapiens (Human)	STAC3
Q96MG7	Q96MG7	NSE3_HUMAN	Homo sapiens (Human)	NSMCE3 HCA4 MAGEG1 NDNL2
Q96MK3	Q96MK3	FA20A_HUMAN	Homo sapiens (Human)	FAM20A UNQ9388/PRO34279
Q96MN2	Q96MN2	NALP4_HUMAN	Homo sapiens (Human)	NLRP4 NALP4 PAN2 PYPAF4 RNH2
Q96MS0	Q96MS0	ROBO3_HUMAN	Homo sapiens (Human)	ROBO3
Q96MU7	Q96MU7	YTDC1_HUMAN	Homo sapiens (Human)	YTHDC1 KIAA1966 YT521
Q96N21	Q96N21	AP4AT_HUMAN	Homo sapiens (Human)	TEPSIN C17orf56 ENTHD2
Q96N67	Q96N67	DOCK7_HUMAN	Homo sapiens (Human)	DOCK7 KIAA1771
Q96NA2	Q96NA2	RILP_HUMAN	Homo sapiens (Human)	RILP PP10141
Q96NI6	Q96NI6	LRFN5_HUMAN	Homo sapiens (Human)	LRFN5 C14orf146 SALM5
Q96NN9	Q96NN9	AIFM3_HUMAN	Homo sapiens (Human)	AIFM3 AIFL
Q96NY8	Q96NY8	NECT4_HUMAN	Homo sapiens (Human)	NECTIN4 LNIR PRR4 PVRL4
Q96NY9	Q96NY9	MUS81_HUMAN	Homo sapiens (Human)	MUS81
Q96P11	Q96P11	NSUN5_HUMAN	Homo sapiens (Human)	NSUN5 NSUN5A WBSCR20 WBSCR20A
Q96P20	Q96P20	NLRP3_HUMAN	Homo sapiens (Human)	NLRP3 C1orf7 CIAS1 NALP3 PYPAF1
Q96P48	Q96P48	ARAP1_HUMAN	Homo sapiens (Human)	ARAP1 CENTD2 KIAA0782
Q96PC3	Q96PC3	AP1S3_HUMAN	Homo sapiens (Human)	AP1S3
Q96PD4	Q96PD4	IL17F_HUMAN	Homo sapiens (Human)	IL17F
Q96PE7	Q96PE7	MCEE_HUMAN	Homo sapiens (Human)	MCEE
Q96PH1	Q96PH1	NOX5_HUMAN	Homo sapiens (Human)	NOX5
Q96PN6	Q96PN6	ADCYA_HUMAN	Homo sapiens (Human)	ADCY10 SAC
Q96PP8	Q96PP8	GBP5_HUMAN	Homo sapiens (Human)	GBP5 UNQ2427/PRO4987
Q96PQ0	Q96PQ0	SORC2_HUMAN	Homo sapiens (Human)	SORCS2 KIAA1329
Q96PS8	Q96PS8	AQP10_HUMAN	Homo sapiens (Human)	AQP10
Q96PX8	Q96PX8	SLIK1_HUMAN	Homo sapiens (Human)	SLITRK1 KIAA1910 LRRC12 UNQ233/PRO266
Q96PY5	Q96PY5	FMNL2_HUMAN	Homo sapiens (Human)	FMNL2 FHOD2 KIAA1902
Q96PY6	Q96PY6	NEK1_HUMAN	Homo sapiens (Human)	NEK1 KIAA1901
Q96PZ0	Q96PZ0	PUS7_HUMAN	Homo sapiens (Human)	PUS7 KIAA1897
Q96PZ7	Q96PZ7	CSMD1_HUMAN	Homo sapiens (Human)	CSMD1 KIAA1890 UNQ5952/PRO19863
Q96Q11	Q96Q11	TRNT1_HUMAN	Homo sapiens (Human)	TRNT1 CGI-47
Q96Q15	Q96Q15	SMG1_HUMAN	Homo sapiens (Human)	SMG1 ATX KIAA0421 LIP
Q96QB1	Q96QB1	RHG07_HUMAN	Homo sapiens (Human)	DLC1 ARHGAP7 KIAA1723 STARD12
Q96QE5	Q96QE5	TEFM_HUMAN	Homo sapiens (Human)	TEFM C17orf42
Q96QF0	Q96QF0	RAB3I_HUMAN	Homo sapiens (Human)	RAB3IP RABIN8
Q96QK1	Q96QK1	VPS35_HUMAN	Homo sapiens (Human)	VPS35 MEM3 TCCCTA00141
Q96QP1	Q96QP1	ALPK1_HUMAN	Homo sapiens (Human)	ALPK1 KIAA1527 LAK
Q96QT6	Q96QT6	PHF12_HUMAN	Homo sapiens (Human)	PHF12 KIAA1523
Q96QU1	Q96QU1	PCD15_HUMAN	Homo sapiens (Human)	PCDH15 USH1F
Q96QV1	Q96QV1	HHIP_HUMAN	Homo sapiens (Human)	HHIP HIP UNQ5825/PRO19644
Q96QZ7	Q96QZ7	MAGI1_HUMAN	Homo sapiens (Human)	MAGI1 AIP3 BAIAP1 BAP1 TNRC19
Q96RD7	Q96RD7	PANX1_HUMAN	Homo sapiens (Human)	PANX1 MRS1 UNQ2529/PRO6028
Q96RE7	Q96RE7	NACC1_HUMAN	Homo sapiens (Human)	NACC1 BTBD14B NAC1
Q96RG2	Q96RG2	PASK_HUMAN	Homo sapiens (Human)	PASK KIAA0135
Q96RI0	Q96RI0	PAR4_HUMAN	Homo sapiens (Human)	F2RL3 PAR4
Q96RI1	Q96RI1	NR1H4_HUMAN	Homo sapiens (Human)	NR1H4 BAR FXR HRR1 RIP14
Q96RJ3	Q96RJ3	TR13C_HUMAN	Homo sapiens (Human)	TNFRSF13C BAFFR BR3
Q96RK0	Q96RK0	CIC_HUMAN	Homo sapiens (Human)	CIC KIAA0306
Q96RK4	Q96RK4	BBS4_HUMAN	Homo sapiens (Human)	BBS4
Q96RL1	Q96RL1	UIMC1_HUMAN	Homo sapiens (Human)	UIMC1 RAP80 RXRIP110
Q96RN5	Q96RN5	MED15_HUMAN	Homo sapiens (Human)	MED15 ARC105 CTG7A PCQAP TIG1 TNRC7
Q96RP3	Q96RP3	UCN2_HUMAN	Homo sapiens (Human)	UCN2 SRP URP
Q96RQ3	Q96RQ3	MCCA_HUMAN	Homo sapiens (Human)	MCCC1 MCCA
Q96RR4	Q96RR4	KKCC2_HUMAN	Homo sapiens (Human)	CAMKK2 CAMKKB KIAA0787
Q96RS0	Q96RS0	TGS1_HUMAN	Homo sapiens (Human)	TGS1 HCA137 NCOA6IP PIMT
Q96RT1	Q96RT1	ERBIN_HUMAN	Homo sapiens (Human)	ERBIN ERBB2IP KIAA1225 LAP2
Q96RU8	Q96RU8	TRIB1_HUMAN	Homo sapiens (Human)	TRIB1 C8FW GIG2 TRB1
Q96S44	Q96S44	PRPK_HUMAN	Homo sapiens (Human)	TP53RK C20orf64 PRPK
Q96S52	Q96S52	PIGS_HUMAN	Homo sapiens (Human)	PIGS UNQ1873/PRO4316
Q96SD1	Q96SD1	DCR1C_HUMAN	Homo sapiens (Human)	DCLRE1C ARTEMIS ASCID SCIDA SNM1C
Q96SN8	Q96SN8	CK5P2_HUMAN	Homo sapiens (Human)	CDK5RAP2 CEP215 KIAA1633
Q96ST2	Q96ST2	IWS1_HUMAN	Homo sapiens (Human)	IWS1 IWS1L
Q96SZ5	Q96SZ5	AEDO_HUMAN	Homo sapiens (Human)	ADO C10orf22
Q96T51	Q96T51	RUFY1_HUMAN	Homo sapiens (Human)	RUFY1 RABIP4 ZFYVE12
Q96T58	Q96T58	MINT_HUMAN	Homo sapiens (Human)	SPEN KIAA0929 MINT SHARP
Q96T60	Q96T60	PNKP_HUMAN	Homo sapiens (Human)	PNKP
Q96TA1	Q96TA1	NIBA2_HUMAN	Homo sapiens (Human)	NIBAN2 C9orf88 FAM129B
Q96TC7	Q96TC7	RMD3_HUMAN	Homo sapiens (Human)	RMDN3 FAM82A2 FAM82C PTPIP51 hucep-10 UNQ3122/PRO10274
Q99062	Q99062	CSF3R_HUMAN	Homo sapiens (Human)	CSF3R GCSFR
Q99442	Q99442	SEC62_HUMAN	Homo sapiens (Human)	SEC62 TLOC1
Q99459	Q99459	CDC5L_HUMAN	Homo sapiens (Human)	CDC5L KIAA0432 PCDC5RP
Q99469	Q99469	STAC_HUMAN	Homo sapiens (Human)	STAC STAC1
Q99490	Q99490	AGAP2_HUMAN	Homo sapiens (Human)	AGAP2 CENTG1 KIAA0167
Q99497	Q99497	PARK7_HUMAN	Homo sapiens (Human)	PARK7
Q99523	Q99523	SORT_HUMAN	Homo sapiens (Human)	SORT1
Q99543	Q99543	DNJC2_HUMAN	Homo sapiens (Human)	DNAJC2 MPHOSPH11 MPP11 ZRF1
Q99547	Q99547	MPH6_HUMAN	Homo sapiens (Human)	MPHOSPH6 MPP6
Q99551	Q99551	MTEF1_HUMAN	Homo sapiens (Human)	MTERF1 MTERF
Q99574	Q99574	NEUS_HUMAN	Homo sapiens (Human)	SERPINI1 PI12
Q99575	Q99575	POP1_HUMAN	Homo sapiens (Human)	POP1 KIAA0061
Q99593	Q99593	TBX5_HUMAN	Homo sapiens (Human)	TBX5
Q99616	Q99616	CCL13_HUMAN	Homo sapiens (Human)	CCL13 MCP4 NCC1 SCYA13
Q99640	Q99640	PMYT1_HUMAN	Homo sapiens (Human)	PKMYT1 MYT1
Q99661	Q99661	KIF2C_HUMAN	Homo sapiens (Human)	KIF2C KNSL6
Q99683	Q99683	M3K5_HUMAN	Homo sapiens (Human)	MAP3K5 ASK1 MAPKKK5 MEKK5
Q99685	Q99685	MGLL_HUMAN	Homo sapiens (Human)	MGLL
Q99697	Q99697	PITX2_HUMAN	Homo sapiens (Human)	PITX2 ARP1 RGS RIEG RIEG1
Q99704	Q99704	DOK1_HUMAN	Homo sapiens (Human)	DOK1
Q99707	Q99707	METH_HUMAN	Homo sapiens (Human)	MTR
Q99708	Q99708	CTIP_HUMAN	Homo sapiens (Human)	RBBP8 CTIP
Q99714	Q99714	HCD2_HUMAN	Homo sapiens (Human)	HSD17B10 ERAB HADH2 MRPP2 SCHAD SDR5C1 XH98G2
Q99720	Q99720	SGMR1_HUMAN	Homo sapiens (Human)	SIGMAR1 OPRS1 SRBP AAG8
Q99728	Q99728	BARD1_HUMAN	Homo sapiens (Human)	BARD1
Q99735	Q99735	MGST2_HUMAN	Homo sapiens (Human)	MGST2 GST2
Q99741	Q99741	CDC6_HUMAN	Homo sapiens (Human)	CDC6 CDC18L
Q99748	Q99748	NRTN_HUMAN	Homo sapiens (Human)	NRTN
Q99758	Q99758	ABCA3_HUMAN	Homo sapiens (Human)	ABCA3 ABC3
Q99808	Q99808	S29A1_HUMAN	Homo sapiens (Human)	SLC29A1 ENT1
Q99814	Q99814	EPAS1_HUMAN	Homo sapiens (Human)	EPAS1 BHLHE73 HIF2A MOP2 PASD2
Q99828	Q99828	CIB1_HUMAN	Homo sapiens (Human)	CIB1 CIB KIP PRKDCIP
Q99832	Q99832	TCPH_HUMAN	Homo sapiens (Human)	CCT7 CCTH NIP7-1
Q99835	Q99835	SMO_HUMAN	Homo sapiens (Human)	SMO SMOH
Q99856	Q99856	ARI3A_HUMAN	Homo sapiens (Human)	ARID3A DRIL1 DRIL3 DRX E2FBP1
Q99895	Q99895	CTRC_HUMAN	Homo sapiens (Human)	CTRC CLCR
Q99952	Q99952	PTN18_HUMAN	Homo sapiens (Human)	PTPN18 BDP1
Q99956	Q99956	DUS9_HUMAN	Homo sapiens (Human)	DUSP9 MKP4
Q99958	Q99958	FOXC2_HUMAN	Homo sapiens (Human)	FOXC2 FKHL14 MFH1
Q99959	Q99959	PKP2_HUMAN	Homo sapiens (Human)	PKP2
Q99983	Q99983	OMD_HUMAN	Homo sapiens (Human)	OMD SLRR2C UNQ190/PRO216
Q9BPU6	Q9BPU6	DPYL5_HUMAN	Homo sapiens (Human)	DPYSL5 CRMP5 ULIP6
Q9BQ50	Q9BQ50	TREX2_HUMAN	Homo sapiens (Human)	TREX2
Q9BQ51	Q9BQ51	PD1L2_HUMAN	Homo sapiens (Human)	PDCD1LG2 B7DC CD273 PDCD1L2 PDL2
Q9BQ65	Q9BQ65	USB1_HUMAN	Homo sapiens (Human)	USB1 C16orf57 Mpn1
Q9BQ69	Q9BQ69	MACD1_HUMAN	Homo sapiens (Human)	MACROD1 LRP16
Q9BQB4	Q9BQB4	SOST_HUMAN	Homo sapiens (Human)	SOST UNQ2976/PRO7455/PRO7476
Q9BQB6	Q9BQB6	VKOR1_HUMAN	Homo sapiens (Human)	VKORC1 VKOR MSTP134 MSTP576 UNQ308/PRO351
Q9BQE4	Q9BQE4	SELS_HUMAN	Homo sapiens (Human)	SELENOS SELS VIMP AD-015 SBBI8
Q9BQE5	Q9BQE5	APOL2_HUMAN	Homo sapiens (Human)	APOL2
Q9BQF6	Q9BQF6	SENP7_HUMAN	Homo sapiens (Human)	SENP7 KIAA1707 SSP2 SUSP2
Q9BQG2	Q9BQG2	NUD12_HUMAN	Homo sapiens (Human)	NUDT12
Q9BQI0	Q9BQI0	AIF1L_HUMAN	Homo sapiens (Human)	AIF1L C9orf58 IBA2 UNQ672/PRO1306
Q9BQI5	Q9BQI5	SGIP1_HUMAN	Homo sapiens (Human)	SGIP1
Q9BQP7	Q9BQP7	MGME1_HUMAN	Homo sapiens (Human)	MGME1 C20orf72 DDK1
Q9BQQ3	Q9BQQ3	GORS1_HUMAN	Homo sapiens (Human)	GORASP1 GOLPH5 GRASP65
Q9BQS8	Q9BQS8	FYCO1_HUMAN	Homo sapiens (Human)	FYCO1 ZFYVE7
Q9BR39	Q9BR39	JPH2_HUMAN	Homo sapiens (Human)	JPH2 JP2
Q9BRD0	Q9BRD0	BUD13_HUMAN	Homo sapiens (Human)	BUD13
Q9BRG1	Q9BRG1	VPS25_HUMAN	Homo sapiens (Human)	VPS25 DERP9 EAP20
Q9BRK3	Q9BRK3	MXRA8_HUMAN	Homo sapiens (Human)	MXRA8
Q9BRL6	Q9BRL6	SRSF8_HUMAN	Homo sapiens (Human)	SRSF8 SFRS2B SRP46
Q9BRQ3	Q9BRQ3	NUD22_HUMAN	Homo sapiens (Human)	NUDT22 PP11246
Q9BRR9	Q9BRR9	RHG09_HUMAN	Homo sapiens (Human)	ARHGAP9
Q9BRZ2	Q9BRZ2	TRI56_HUMAN	Homo sapiens (Human)	TRIM56 RNF109
Q9BS40	Q9BS40	LXN_HUMAN	Homo sapiens (Human)	LXN
Q9BSA4	Q9BSA4	TTYH2_HUMAN	Homo sapiens (Human)	TTYH2 C17orf29
Q9BSA9	Q9BSA9	TM175_HUMAN	Homo sapiens (Human)	TMEM175
Q9BSD7	Q9BSD7	NTPCR_HUMAN	Homo sapiens (Human)	NTPCR C1orf57
Q9BSE4	Q9BSE4	HERP2_HUMAN	Homo sapiens (Human)	HERPUD2
Q9BSF0	Q9BSF0	SMAKA_HUMAN	Homo sapiens (Human)	C2orf88
Q9BSI4	Q9BSI4	TINF2_HUMAN	Homo sapiens (Human)	TINF2 TIN2
Q9BSJ2	Q9BSJ2	GCP2_HUMAN	Homo sapiens (Human)	TUBGCP2 GCP2
Q9BSL1	Q9BSL1	UBAC1_HUMAN	Homo sapiens (Human)	UBAC1 GBDR1 KPC2 UBADC1
Q9BSQ5	Q9BSQ5	CCM2_HUMAN	Homo sapiens (Human)	CCM2 C7orf22 PP10187
Q9BSV6	Q9BSV6	SEN34_HUMAN	Homo sapiens (Human)	TSEN34 LENG5 SEN34
Q9BSW2	Q9BSW2	EFC4B_HUMAN	Homo sapiens (Human)	CRACR2A EFCAB4B RAB46
Q9BT04	Q9BT04	FUZZY_HUMAN	Homo sapiens (Human)	FUZ FY
Q9BTC0	Q9BTC0	DIDO1_HUMAN	Homo sapiens (Human)	DIDO1 C20orf158 DATF1 KIAA0333
Q9BTU6	Q9BTU6	P4K2A_HUMAN	Homo sapiens (Human)	PI4K2A
Q9BTZ2	Q9BTZ2	DHRS4_HUMAN	Homo sapiens (Human)	DHRS4 SDR25C2 UNQ851/PRO1800
Q9BU64	Q9BU64	CENPO_HUMAN	Homo sapiens (Human)	CENPO ICEN36 MCM21R
Q9BUA3	Q9BUA3	SPNDC_HUMAN	Homo sapiens (Human)	SPINDOC C11orf84
Q9BUD6	Q9BUD6	SPON2_HUMAN	Homo sapiens (Human)	SPON2 DIL1 UNQ435/PRO866
Q9BUH6	Q9BUH6	PAXX_HUMAN	Homo sapiens (Human)	PAXX C9orf142 XLS
Q9BUP3	Q9BUP3	HTAI2_HUMAN	Homo sapiens (Human)	HTATIP2 CC3 TIP30
Q9BUR4	Q9BUR4	TCAB1_HUMAN	Homo sapiens (Human)	WRAP53 TCAB1 WDR79
Q9BUT1	Q9BUT1	DHRS6_HUMAN	Homo sapiens (Human)	BDH2 DHRS6 SDR15C1 UNQ6308/PRO20933
Q9BV20	Q9BV20	MTNA_HUMAN	Homo sapiens (Human)	MRI1 MRDI UNQ6390/PRO21135
Q9BV68	Q9BV68	RN126_HUMAN	Homo sapiens (Human)	RNF126
Q9BV73	Q9BV73	CP250_HUMAN	Homo sapiens (Human)	CEP250 CEP2 CNAP1
Q9BVA1	Q9BVA1	TBB2B_HUMAN	Homo sapiens (Human)	TUBB2B
Q9BVG8	Q9BVG8	KIFC3_HUMAN	Homo sapiens (Human)	KIFC3
Q9BVI0	Q9BVI0	PHF20_HUMAN	Homo sapiens (Human)	PHF20 C20orf104 GLEA2 HCA58 NZF TZP
Q9BVJ7	Q9BVJ7	DUS23_HUMAN	Homo sapiens (Human)	DUSP23 LDP3 VHZ
Q9BVL2	Q9BVL2	NUP58_HUMAN	Homo sapiens (Human)	NUP58 KIAA0410 NUPL1
Q9BVM4	Q9BVM4	GGACT_HUMAN	Homo sapiens (Human)	GGACT A2LD1
Q9BVN2	Q9BVN2	RUSC1_HUMAN	Homo sapiens (Human)	RUSC1 NESCA
Q9BVS4	Q9BVS4	RIOK2_HUMAN	Homo sapiens (Human)	RIOK2 RIO2
Q9BVS5	Q9BVS5	TR61B_HUMAN	Homo sapiens (Human)	TRMT61B
Q9BW19	Q9BW19	KIFC1_HUMAN	Homo sapiens (Human)	KIFC1 HSET KNSL2
Q9BW27	Q9BW27	NUP85_HUMAN	Homo sapiens (Human)	NUP85 NUP75 PCNT1
Q9BW91	Q9BW91	NUDT9_HUMAN	Homo sapiens (Human)	NUDT9 NUDT10 PSEC0099 UNQ3012/PRO9771
Q9BWD1	Q9BWD1	THIC_HUMAN	Homo sapiens (Human)	ACAT2 ACTL
Q9BWG4	Q9BWG4	SSBP4_HUMAN	Homo sapiens (Human)	SSBP4
Q9BWG6	Q9BWG6	SCNM1_HUMAN	Homo sapiens (Human)	SCNM1
Q9BWV1	Q9BWV1	BOC_HUMAN	Homo sapiens (Human)	BOC UNQ604/PRO1190
Q9BX59	Q9BX59	TPSNR_HUMAN	Homo sapiens (Human)	TAPBPL
Q9BX63	Q9BX63	FANCJ_HUMAN	Homo sapiens (Human)	BRIP1 BACH1 FANCJ
Q9BXB1	Q9BXB1	LGR4_HUMAN	Homo sapiens (Human)	LGR4 GPR48
Q9BXF3	Q9BXF3	CECR2_HUMAN	Homo sapiens (Human)	CECR2 KIAA1740
Q9BXJ0	Q9BXJ0	C1QT5_HUMAN	Homo sapiens (Human)	C1QTNF5 CTRP5 UNQ303/PRO344
Q9BXJ7	Q9BXJ7	AMNLS_HUMAN	Homo sapiens (Human)	AMN UNQ513/PRO1028
Q9BXM0	Q9BXM0	PRAX_HUMAN	Homo sapiens (Human)	PRX KIAA1620
Q9BXP5	Q9BXP5	SRRT_HUMAN	Homo sapiens (Human)	SRRT ARS2 ASR2
Q9BXR5	Q9BXR5	TLR10_HUMAN	Homo sapiens (Human)	TLR10 UNQ315/PRO358
Q9BXS1	Q9BXS1	IDI2_HUMAN	Homo sapiens (Human)	IDI2
Q9BXT8	Q9BXT8	RNF17_HUMAN	Homo sapiens (Human)	RNF17 TDRD4
Q9BXW6	Q9BXW6	OSBL1_HUMAN	Homo sapiens (Human)	OSBPL1A ORP1 OSBP8 OSBPL1 OSBPL1B
Q9BXW9	Q9BXW9	FACD2_HUMAN	Homo sapiens (Human)	FANCD2 FACD
Q9BXX3	Q9BXX3	AN30A_HUMAN	Homo sapiens (Human)	ANKRD30A
Q9BY11	Q9BY11	PACN1_HUMAN	Homo sapiens (Human)	PACSIN1 KIAA1379
Q9BY14	Q9BY14	TX101_HUMAN	Homo sapiens (Human)	TEX101 SGRG UNQ867/PRO1884
Q9BY32	Q9BY32	ITPA_HUMAN	Homo sapiens (Human)	ITPA C20orf37 My049 OK/SW-cl.9
Q9BY49	Q9BY49	PECR_HUMAN	Homo sapiens (Human)	PECR SDR29C1 PRO1004
Q9BY66	Q9BY66	KDM5D_HUMAN	Homo sapiens (Human)	KDM5D HY HYA JARID1D KIAA0234 SMCY
Q9BY67	Q9BY67	CADM1_HUMAN	Homo sapiens (Human)	CADM1 IGSF4 IGSF4A NECL2 SYNCAM TSLC1
Q9BY76	Q9BY76	ANGL4_HUMAN	Homo sapiens (Human)	ANGPTL4 ARP4 HFARP PGAR PP1158 PSEC0166 UNQ171/PRO197
Q9BY84	Q9BY84	DUS16_HUMAN	Homo sapiens (Human)	DUSP16 KIAA1700 MKP7
Q9BYC5	Q9BYC5	FUT8_HUMAN	Homo sapiens (Human)	FUT8
Q9BYC8	Q9BYC8	RM32_HUMAN	Homo sapiens (Human)	MRPL32 HSPC283
Q9BYD2	Q9BYD2	RM09_HUMAN	Homo sapiens (Human)	MRPL9
Q9BYD3	Q9BYD3	RM04_HUMAN	Homo sapiens (Human)	MRPL4 CDABP0091 CGI-28
