From	Entry	Entry Name	Organism	Gene Names
P38571	P38571	LICH_HUMAN	Homo sapiens (Human)	LIPA
P38606	P38606	VATA_HUMAN	Homo sapiens (Human)	ATP6V1A ATP6A1 ATP6V1A1 VPP2
P38935	P38935	SMBP2_HUMAN	Homo sapiens (Human)	IGHMBP2 SMBP2 SMUBP2
P39019	P39019	RS19_HUMAN	Homo sapiens (Human)	RPS19
P39059	P39059	COFA1_HUMAN	Homo sapiens (Human)	COL15A1
P39060	P39060	COIA1_HUMAN	Homo sapiens (Human)	COL18A1
P39086	P39086	GRIK1_HUMAN	Homo sapiens (Human)	GRIK1 GLUR5
P39905	P39905	GDNF_HUMAN	Homo sapiens (Human)	GDNF
P40121	P40121	CAPG_HUMAN	Homo sapiens (Human)	CAPG AFCP MCP
P40126	P40126	TYRP2_HUMAN	Homo sapiens (Human)	DCT TYRP2
P40189	P40189	IL6RB_HUMAN	Homo sapiens (Human)	IL6ST
P40198	P40198	CEAM3_HUMAN	Homo sapiens (Human)	CEACAM3 CD66D CGM1
P40199	P40199	CEAM6_HUMAN	Homo sapiens (Human)	CEACAM6 NCA
P40200	P40200	TACT_HUMAN	Homo sapiens (Human)	CD96
P40225	P40225	TPO_HUMAN	Homo sapiens (Human)	THPO MGDF
P40227	P40227	TCPZ_HUMAN	Homo sapiens (Human)	CCT6A CCT6 CCTZ
P40306	P40306	PSB10_HUMAN	Homo sapiens (Human)	PSMB10 LMP10 MECL1
P40337	P40337	VHL_HUMAN	Homo sapiens (Human)	VHL
P40692	P40692	MLH1_HUMAN	Homo sapiens (Human)	MLH1 COCA2
P40763	P40763	STAT3_HUMAN	Homo sapiens (Human)	STAT3 APRF
P40818	P40818	UBP8_HUMAN	Homo sapiens (Human)	USP8 KIAA0055 UBPY
P40926	P40926	MDHM_HUMAN	Homo sapiens (Human)	MDH2
P40939	P40939	ECHA_HUMAN	Homo sapiens (Human)	HADHA HADH
P40967	P40967	PMEL_HUMAN	Homo sapiens (Human)	PMEL D12S53E PMEL17 SILV
P41143	P41143	OPRD_HUMAN	Homo sapiens (Human)	OPRD1 OPRD
P41145	P41145	OPRK_HUMAN	Homo sapiens (Human)	OPRK1 OPRK
P41146	P41146	OPRX_HUMAN	Homo sapiens (Human)	OPRL1 OOR ORL1
P41159	P41159	LEP_HUMAN	Homo sapiens (Human)	LEP OB OBS
P41161	P41161	ETV5_HUMAN	Homo sapiens (Human)	ETV5 ERM
P41181	P41181	AQP2_HUMAN	Homo sapiens (Human)	AQP2
P41182	P41182	BCL6_HUMAN	Homo sapiens (Human)	BCL6 BCL5 LAZ3 ZBTB27 ZNF51
P41214	P41214	EIF2D_HUMAN	Homo sapiens (Human)	EIF2D HCA56 LGTN
P41218	P41218	MNDA_HUMAN	Homo sapiens (Human)	MNDA
P41227	P41227	NAA10_HUMAN	Homo sapiens (Human)	NAA10 ARD1 ARD1A TE2
P41229	P41229	KDM5C_HUMAN	Homo sapiens (Human)	KDM5C DXS1272E JARID1C SMCX XE169
P41235	P41235	HNF4A_HUMAN	Homo sapiens (Human)	HNF4A HNF4 NR2A1 TCF14
P41240	P41240	CSK_HUMAN	Homo sapiens (Human)	CSK
P41250	P41250	GARS_HUMAN	Homo sapiens (Human)	GARS1 GARS
P41273	P41273	TNFL9_HUMAN	Homo sapiens (Human)	TNFSF9
P41587	P41587	VIPR2_HUMAN	Homo sapiens (Human)	VIPR2 VIP2R
P41594	P41594	GRM5_HUMAN	Homo sapiens (Human)	GRM5 GPRC1E MGLUR5
P41595	P41595	5HT2B_HUMAN	Homo sapiens (Human)	HTR2B
P41597	P41597	CCR2_HUMAN	Homo sapiens (Human)	CCR2 CMKBR2
P42081	P42081	CD86_HUMAN	Homo sapiens (Human)	CD86 CD28LG2
P42166	P42166	LAP2A_HUMAN	Homo sapiens (Human)	TMPO LAP2
P42224	P42224	STAT1_HUMAN	Homo sapiens (Human)	STAT1
P42226	P42226	STAT6_HUMAN	Homo sapiens (Human)	STAT6
P42330	P42330	AK1C3_HUMAN	Homo sapiens (Human)	AKR1C3 DDH1 HSD17B5 KIAA0119 PGFS
P42331	P42331	RHG25_HUMAN	Homo sapiens (Human)	ARHGAP25 KIAA0053
P42336	P42336	PK3CA_HUMAN	Homo sapiens (Human)	PIK3CA
P42566	P42566	EPS15_HUMAN	Homo sapiens (Human)	EPS15 AF1P
P42575	P42575	CASP2_HUMAN	Homo sapiens (Human)	CASP2 ICH1 NEDD2
P42681	P42681	TXK_HUMAN	Homo sapiens (Human)	TXK PTK4 RLK
P42684	P42684	ABL2_HUMAN	Homo sapiens (Human)	ABL2 ABLL ARG
P42701	P42701	I12R1_HUMAN	Homo sapiens (Human)	IL12RB1 IL12R IL12RB
P42702	P42702	LIFR_HUMAN	Homo sapiens (Human)	LIFR
P42765	P42765	THIM_HUMAN	Homo sapiens (Human)	ACAA2
P42768	P42768	WASP_HUMAN	Homo sapiens (Human)	WAS IMD2
P42771	P42771	CDN2A_HUMAN	Homo sapiens (Human)	CDKN2A CDKN2 MTS1
P42773	P42773	CDN2C_HUMAN	Homo sapiens (Human)	CDKN2C CDKN6
P42785	P42785	PCP_HUMAN	Homo sapiens (Human)	PRCP PCP
P42858	P42858	HD_HUMAN	Homo sapiens (Human)	HTT HD IT15
P42898	P42898	MTHR_HUMAN	Homo sapiens (Human)	MTHFR
P43003	P43003	EAA1_HUMAN	Homo sapiens (Human)	SLC1A3 EAAT1 GLAST GLAST1
P43007	P43007	SATT_HUMAN	Homo sapiens (Human)	SLC1A4 ASCT1 SATT
P43026	P43026	GDF5_HUMAN	Homo sapiens (Human)	GDF5 BMP14 CDMP1
P43034	P43034	LIS1_HUMAN	Homo sapiens (Human)	PAFAH1B1 LIS1 MDCR MDS PAFAHA
P43115	P43115	PE2R3_HUMAN	Homo sapiens (Human)	PTGER3
P43116	P43116	PE2R2_HUMAN	Homo sapiens (Human)	PTGER2
P43121	P43121	MUC18_HUMAN	Homo sapiens (Human)	MCAM MUC18
P43146	P43146	DCC_HUMAN	Homo sapiens (Human)	DCC IGDCC1
P43220	P43220	GLP1R_HUMAN	Homo sapiens (Human)	GLP1R
P43235	P43235	CATK_HUMAN	Homo sapiens (Human)	CTSK CTSO CTSO2
P43246	P43246	MSH2_HUMAN	Homo sapiens (Human)	MSH2
P43250	P43250	GRK6_HUMAN	Homo sapiens (Human)	GRK6 GPRK6
P43268	P43268	ETV4_HUMAN	Homo sapiens (Human)	ETV4 E1AF PEA3
P43320	P43320	CRBB2_HUMAN	Homo sapiens (Human)	CRYBB2 CRYB2 CRYB2A
P43358	P43358	MAGA4_HUMAN	Homo sapiens (Human)	MAGEA4 MAGE4
P43366	P43366	MAGB1_HUMAN	Homo sapiens (Human)	MAGEB1 MAGEL1 MAGEXP
P43403	P43403	ZAP70_HUMAN	Homo sapiens (Human)	ZAP70 SRK
P43489	P43489	TNR4_HUMAN	Homo sapiens (Human)	TNFRSF4 TXGP1L
P43626	P43626	KI2L1_HUMAN	Homo sapiens (Human)	KIR2DL1 CD158A NKAT1
P43628	P43628	KI2L3_HUMAN	Homo sapiens (Human)	KIR2DL3 CD158B2 KIRCL23 NKAT2
P43629	P43629	KI3L1_HUMAN	Homo sapiens (Human)	KIR3DL1 CD158E NKAT3 NKB1
P43652	P43652	AFAM_HUMAN	Homo sapiens (Human)	AFM ALB2 ALBA
P43681	P43681	ACHA4_HUMAN	Homo sapiens (Human)	CHRNA4 NACRA4
P43897	P43897	EFTS_HUMAN	Homo sapiens (Human)	TSFM
P45379	P45379	TNNT2_HUMAN	Homo sapiens (Human)	TNNT2
P45381	P45381	ACY2_HUMAN	Homo sapiens (Human)	ASPA ACY2 ASP
P45452	P45452	MMP13_HUMAN	Homo sapiens (Human)	MMP13
P45877	P45877	PPIC_HUMAN	Homo sapiens (Human)	PPIC CYPC
P45954	P45954	ACDSB_HUMAN	Homo sapiens (Human)	ACADSB
P46013	P46013	KI67_HUMAN	Homo sapiens (Human)	MKI67
P46059	P46059	S15A1_HUMAN	Homo sapiens (Human)	SLC15A1 PEPT1
P46063	P46063	RECQ1_HUMAN	Homo sapiens (Human)	RECQL RECQ1 RECQL1
P46100	P46100	ATRX_HUMAN	Homo sapiens (Human)	ATRX RAD54L XH2
P46109	P46109	CRKL_HUMAN	Homo sapiens (Human)	CRKL
P46379	P46379	BAG6_HUMAN	Homo sapiens (Human)	BAG6 BAT3 G3
P46531	P46531	NOTC1_HUMAN	Homo sapiens (Human)	NOTCH1 TAN1
P46934	P46934	NEDD4_HUMAN	Homo sapiens (Human)	NEDD4 KIAA0093 NEDD4-1 RPF1 PIG53
P46939	P46939	UTRN_HUMAN	Homo sapiens (Human)	UTRN DMDL DRP1
P46940	P46940	IQGA1_HUMAN	Homo sapiens (Human)	IQGAP1 KIAA0051
P46952	P46952	3HAO_HUMAN	Homo sapiens (Human)	HAAO
P46976	P46976	GLYG_HUMAN	Homo sapiens (Human)	GYG1 GYG
P47211	P47211	GALR1_HUMAN	Homo sapiens (Human)	GALR1 GALNR GALNR1
P47870	P47870	GBRB2_HUMAN	Homo sapiens (Human)	GABRB2
P47871	P47871	GLR_HUMAN	Homo sapiens (Human)	GCGR
P47872	P47872	SCTR_HUMAN	Homo sapiens (Human)	SCTR
P47895	P47895	AL1A3_HUMAN	Homo sapiens (Human)	ALDH1A3 ALDH6
P47897	P47897	SYQ_HUMAN	Homo sapiens (Human)	QARS1 QARS
P47900	P47900	P2RY1_HUMAN	Homo sapiens (Human)	P2RY1
P47902	P47902	CDX1_HUMAN	Homo sapiens (Human)	CDX1
P47974	P47974	TISD_HUMAN	Homo sapiens (Human)	ZFP36L2 ERF2 RNF162C TIS11D
P47989	P47989	XDH_HUMAN	Homo sapiens (Human)	XDH XDHA
P47992	P47992	XCL1_HUMAN	Homo sapiens (Human)	XCL1 LTN SCYC1
P48023	P48023	TNFL6_HUMAN	Homo sapiens (Human)	FASLG APT1LG1 CD95L FASL TNFSF6
P48039	P48039	MTR1A_HUMAN	Homo sapiens (Human)	MTNR1A
P48061	P48061	SDF1_HUMAN	Homo sapiens (Human)	CXCL12 SDF1 SDF1A SDF1B
P48067	P48067	SC6A9_HUMAN	Homo sapiens (Human)	SLC6A9
P48147	P48147	PPCE_HUMAN	Homo sapiens (Human)	PREP PEP
P48163	P48163	MAOX_HUMAN	Homo sapiens (Human)	ME1
P48167	P48167	GLRB_HUMAN	Homo sapiens (Human)	GLRB
P48307	P48307	TFPI2_HUMAN	Homo sapiens (Human)	TFPI2
P48357	P48357	LEPR_HUMAN	Homo sapiens (Human)	LEPR DB OBR
P48382	P48382	RFX5_HUMAN	Homo sapiens (Human)	RFX5
P48436	P48436	SOX9_HUMAN	Homo sapiens (Human)	SOX9
P48449	P48449	LSS_HUMAN	Homo sapiens (Human)	LSS OSC
P48551	P48551	INAR2_HUMAN	Homo sapiens (Human)	IFNAR2 IFNABR IFNARB
P48552	P48552	NRIP1_HUMAN	Homo sapiens (Human)	NRIP1
P48556	P48556	PSMD8_HUMAN	Homo sapiens (Human)	PSMD8
P48637	P48637	GSHB_HUMAN	Homo sapiens (Human)	GSS
P48643	P48643	TCPE_HUMAN	Homo sapiens (Human)	CCT5 CCTE KIAA0098
P48645	P48645	NMU_HUMAN	Homo sapiens (Human)	NMU
P48728	P48728	GCST_HUMAN	Homo sapiens (Human)	AMT GCST
P48730	P48730	KC1D_HUMAN	Homo sapiens (Human)	CSNK1D HCKID
P48736	P48736	PK3CG_HUMAN	Homo sapiens (Human)	PIK3CG
P48740	P48740	MASP1_HUMAN	Homo sapiens (Human)	MASP1 CRARF CRARF1 PRSS5
P48764	P48764	SL9A3_HUMAN	Homo sapiens (Human)	SLC9A3 NHE3
P48775	P48775	T23O_HUMAN	Homo sapiens (Human)	TDO2 TDO
P48788	P48788	TNNI2_HUMAN	Homo sapiens (Human)	TNNI2
P48960	P48960	AGRE5_HUMAN	Homo sapiens (Human)	ADGRE5 CD97
P49069	P49069	CAMLG_HUMAN	Homo sapiens (Human)	CAMLG CAML GET2
P49189	P49189	AL9A1_HUMAN	Homo sapiens (Human)	ALDH9A1 ALDH4 ALDH7 ALDH9
P49190	P49190	PTH2R_HUMAN	Homo sapiens (Human)	PTH2R PTHR2
P49257	P49257	LMAN1_HUMAN	Homo sapiens (Human)	LMAN1 ERGIC53 F5F8D
P49281	P49281	NRAM2_HUMAN	Homo sapiens (Human)	SLC11A2 DCT1 DMT1 NRAMP2 OK/SW-cl.20
P49286	P49286	MTR1B_HUMAN	Homo sapiens (Human)	MTNR1B
P49321	P49321	NASP_HUMAN	Homo sapiens (Human)	NASP
P49327	P49327	FAS_HUMAN	Homo sapiens (Human)	FASN FAS
P49336	P49336	CDK8_HUMAN	Homo sapiens (Human)	CDK8
P49354	P49354	FNTA_HUMAN	Homo sapiens (Human)	FNTA
P49368	P49368	TCPG_HUMAN	Homo sapiens (Human)	CCT3 CCTG TRIC5
P49407	P49407	ARRB1_HUMAN	Homo sapiens (Human)	ARRB1 ARR1
P49418	P49418	AMPH_HUMAN	Homo sapiens (Human)	AMPH AMPH1
P49419	P49419	AL7A1_HUMAN	Homo sapiens (Human)	ALDH7A1 ATQ1
P49458	P49458	SRP09_HUMAN	Homo sapiens (Human)	SRP9
P49588	P49588	SYAC_HUMAN	Homo sapiens (Human)	AARS1 AARS
P49638	P49638	TTPA_HUMAN	Homo sapiens (Human)	TTPA TPP1
P49642	P49642	PRI1_HUMAN	Homo sapiens (Human)	PRIM1
P49643	P49643	PRI2_HUMAN	Homo sapiens (Human)	PRIM2 PRIM2A
P49675	P49675	STAR_HUMAN	Homo sapiens (Human)	STAR STARD1
P49711	P49711	CTCF_HUMAN	Homo sapiens (Human)	CTCF
P49721	P49721	PSB2_HUMAN	Homo sapiens (Human)	PSMB2
P49736	P49736	MCM2_HUMAN	Homo sapiens (Human)	MCM2 BM28 CCNL1 CDCL1 KIAA0030
P49747	P49747	COMP_HUMAN	Homo sapiens (Human)	COMP
P49748	P49748	ACADV_HUMAN	Homo sapiens (Human)	ACADVL VLCAD
P49759	P49759	CLK1_HUMAN	Homo sapiens (Human)	CLK1 CLK
P49761	P49761	CLK3_HUMAN	Homo sapiens (Human)	CLK3
P49765	P49765	VEGFB_HUMAN	Homo sapiens (Human)	VEGFB VRF
P49767	P49767	VEGFC_HUMAN	Homo sapiens (Human)	VEGFC
P49768	P49768	PSN1_HUMAN	Homo sapiens (Human)	PSEN1 AD3 PS1 PSNL1
P49770	P49770	EI2BB_HUMAN	Homo sapiens (Human)	EIF2B2 EIF2BB
P49790	P49790	NU153_HUMAN	Homo sapiens (Human)	NUP153
P49792	P49792	RBP2_HUMAN	Homo sapiens (Human)	RANBP2 NUP358
P49796	P49796	RGS3_HUMAN	Homo sapiens (Human)	RGS3
P49815	P49815	TSC2_HUMAN	Homo sapiens (Human)	TSC2 TSC4
P49821	P49821	NDUV1_HUMAN	Homo sapiens (Human)	NDUFV1 UQOR1
P49914	P49914	MTHFS_HUMAN	Homo sapiens (Human)	MTHFS
P49917	P49917	DNLI4_HUMAN	Homo sapiens (Human)	LIG4
P49959	P49959	MRE11_HUMAN	Homo sapiens (Human)	MRE11 HNGS1 MRE11A
P50053	P50053	KHK_HUMAN	Homo sapiens (Human)	KHK
P50135	P50135	HNMT_HUMAN	Homo sapiens (Human)	HNMT
P50226	P50226	ST1A2_HUMAN	Homo sapiens (Human)	SULT1A2 STP2
P50281	P50281	MMP14_HUMAN	Homo sapiens (Human)	MMP14
P50336	P50336	PPOX_HUMAN	Homo sapiens (Human)	PPOX
P50402	P50402	EMD_HUMAN	Homo sapiens (Human)	EMD EDMD STA
P50416	P50416	CPT1A_HUMAN	Homo sapiens (Human)	CPT1A CPT1
P50461	P50461	CSRP3_HUMAN	Homo sapiens (Human)	CSRP3 CLP MLP
P50479	P50479	PDLI4_HUMAN	Homo sapiens (Human)	PDLIM4 RIL
P50542	P50542	PEX5_HUMAN	Homo sapiens (Human)	PEX5 PXR1
P50548	P50548	ERF_HUMAN	Homo sapiens (Human)	ERF
P50570	P50570	DYN2_HUMAN	Homo sapiens (Human)	DNM2 DYN2
P50591	P50591	TNF10_HUMAN	Homo sapiens (Human)	TNFSF10 APO2L TRAIL
P50748	P50748	KNTC1_HUMAN	Homo sapiens (Human)	KNTC1 KIAA0166
P50851	P50851	LRBA_HUMAN	Homo sapiens (Human)	LRBA BGL CDC4L LBA
P50895	P50895	BCAM_HUMAN	Homo sapiens (Human)	BCAM LU MSK19
P50897	P50897	PPT1_HUMAN	Homo sapiens (Human)	PPT1 CLN1 PPT
P51116	P51116	FXR2_HUMAN	Homo sapiens (Human)	FXR2 FMR1L2
P51149	P51149	RAB7A_HUMAN	Homo sapiens (Human)	RAB7A RAB7
P51159	P51159	RB27A_HUMAN	Homo sapiens (Human)	RAB27A RAB27
P51160	P51160	PDE6C_HUMAN	Homo sapiens (Human)	PDE6C PDEA2
P51161	P51161	FABP6_HUMAN	Homo sapiens (Human)	FABP6 ILBP ILLBP
P51168	P51168	SCNNB_HUMAN	Homo sapiens (Human)	SCNN1B
P51170	P51170	SCNNG_HUMAN	Homo sapiens (Human)	SCNN1G
P51460	P51460	INSL3_HUMAN	Homo sapiens (Human)	INSL3 RLF RLNL
P51530	P51530	DNA2_HUMAN	Homo sapiens (Human)	DNA2 DNA2L KIAA0083
P51531	P51531	SMCA2_HUMAN	Homo sapiens (Human)	SMARCA2 BAF190B BRM SNF2A SNF2L2
P51532	P51532	SMCA4_HUMAN	Homo sapiens (Human)	SMARCA4 BAF190A BRG1 SNF2B SNF2L4
P51553	P51553	IDH3G_HUMAN	Homo sapiens (Human)	IDH3G
P51570	P51570	GALK1_HUMAN	Homo sapiens (Human)	GALK1 GALK
P51580	P51580	TPMT_HUMAN	Homo sapiens (Human)	TPMT
P51587	P51587	BRCA2_HUMAN	Homo sapiens (Human)	BRCA2 FACD FANCD1
P51608	P51608	MECP2_HUMAN	Homo sapiens (Human)	MECP2
P51610	P51610	HCFC1_HUMAN	Homo sapiens (Human)	HCFC1 HCF1 HFC1
P51617	P51617	IRAK1_HUMAN	Homo sapiens (Human)	IRAK1 IRAK
P51648	P51648	AL3A2_HUMAN	Homo sapiens (Human)	ALDH3A2 ALDH10 FALDH
P51649	P51649	SSDH_HUMAN	Homo sapiens (Human)	ALDH5A1 SSADH
P51659	P51659	DHB4_HUMAN	Homo sapiens (Human)	HSD17B4 EDH17B4 SDR8C1
P51671	P51671	CCL11_HUMAN	Homo sapiens (Human)	CCL11 SCYA11
P51681	P51681	CCR5_HUMAN	Homo sapiens (Human)	CCR5 CMKBR5
P51688	P51688	SPHM_HUMAN	Homo sapiens (Human)	SGSH HSS
P51692	P51692	STA5B_HUMAN	Homo sapiens (Human)	STAT5B
P51693	P51693	APLP1_HUMAN	Homo sapiens (Human)	APLP1
P51795	P51795	CLCN5_HUMAN	Homo sapiens (Human)	CLCN5 CLCK2
P51798	P51798	CLCN7_HUMAN	Homo sapiens (Human)	CLCN7
P51800	P51800	CLCKA_HUMAN	Homo sapiens (Human)	CLCNKA
P51812	P51812	KS6A3_HUMAN	Homo sapiens (Human)	RPS6KA3 ISPK1 MAPKAPK1B RSK2
P51825	P51825	AFF1_HUMAN	Homo sapiens (Human)	AFF1 AF4 FEL MLLT2 PBM1
P51843	P51843	NR0B1_HUMAN	Homo sapiens (Human)	NR0B1 AHC DAX1
P51857	P51857	AK1D1_HUMAN	Homo sapiens (Human)	AKR1D1 SRD5B1
P51858	P51858	HDGF_HUMAN	Homo sapiens (Human)	HDGF HMG1L2
P51911	P51911	CNN1_HUMAN	Homo sapiens (Human)	CNN1
P51946	P51946	CCNH_HUMAN	Homo sapiens (Human)	CCNH
P51965	P51965	UB2E1_HUMAN	Homo sapiens (Human)	UBE2E1 UBCH6
P52179	P52179	MYOM1_HUMAN	Homo sapiens (Human)	MYOM1
P52333	P52333	JAK3_HUMAN	Homo sapiens (Human)	JAK3
P52565	P52565	GDIR1_HUMAN	Homo sapiens (Human)	ARHGDIA GDIA1
P52630	P52630	STAT2_HUMAN	Homo sapiens (Human)	STAT2
P52701	P52701	MSH6_HUMAN	Homo sapiens (Human)	MSH6 GTBP
P52732	P52732	KIF11_HUMAN	Homo sapiens (Human)	KIF11 EG5 KNSL1 TRIP5
P52735	P52735	VAV2_HUMAN	Homo sapiens (Human)	VAV2
P52757	P52757	CHIO_HUMAN	Homo sapiens (Human)	CHN2 ARHGAP3 BCH
P52788	P52788	SPSY_HUMAN	Homo sapiens (Human)	SMS
P52789	P52789	HXK2_HUMAN	Homo sapiens (Human)	HK2
P52790	P52790	HXK3_HUMAN	Homo sapiens (Human)	HK3
P52895	P52895	AK1C2_HUMAN	Homo sapiens (Human)	AKR1C2 DDH2
P52907	P52907	CAZA1_HUMAN	Homo sapiens (Human)	CAPZA1
P52945	P52945	PDX1_HUMAN	Homo sapiens (Human)	PDX1 IPF1 STF1
P52952	P52952	NKX25_HUMAN	Homo sapiens (Human)	NKX2-5 CSX NKX2.5 NKX2E
P53355	P53355	DAPK1_HUMAN	Homo sapiens (Human)	DAPK1 DAPK
P53370	P53370	NUDT6_HUMAN	Homo sapiens (Human)	NUDT6 FGF2AS
P53396	P53396	ACLY_HUMAN	Homo sapiens (Human)	ACLY
P53420	P53420	CO4A4_HUMAN	Homo sapiens (Human)	COL4A4
P53539	P53539	FOSB_HUMAN	Homo sapiens (Human)	FOSB G0S3
P53597	P53597	SUCA_HUMAN	Homo sapiens (Human)	SUCLG1
P53602	P53602	MVD1_HUMAN	Homo sapiens (Human)	MVD MPD
P53621	P53621	COPA_HUMAN	Homo sapiens (Human)	COPA
P53634	P53634	CATC_HUMAN	Homo sapiens (Human)	CTSC CPPI
P53667	P53667	LIMK1_HUMAN	Homo sapiens (Human)	LIMK1 LIMK
P53671	P53671	LIMK2_HUMAN	Homo sapiens (Human)	LIMK2
P53673	P53673	CRBA4_HUMAN	Homo sapiens (Human)	CRYBA4
P53674	P53674	CRBB1_HUMAN	Homo sapiens (Human)	CRYBB1
P53680	P53680	AP2S1_HUMAN	Homo sapiens (Human)	AP2S1 AP17 CLAPS2
P53778	P53778	MK12_HUMAN	Homo sapiens (Human)	MAPK12 ERK6 SAPK3
P53814	P53814	SMTN_HUMAN	Homo sapiens (Human)	SMTN SMSMO
P53985	P53985	MOT1_HUMAN	Homo sapiens (Human)	SLC16A1 MCT1
P53990	P53990	IST1_HUMAN	Homo sapiens (Human)	IST1 KIAA0174
P54132	P54132	BLM_HUMAN	Homo sapiens (Human)	BLM RECQ2 RECQL3
P54136	P54136	SYRC_HUMAN	Homo sapiens (Human)	RARS1 RARS
P54277	P54277	PMS1_HUMAN	Homo sapiens (Human)	PMS1 PMSL1
P54278	P54278	PMS2_HUMAN	Homo sapiens (Human)	PMS2 PMSL2
P54315	P54315	LIPR1_HUMAN	Homo sapiens (Human)	PNLIPRP1 PLRP1
P54577	P54577	SYYC_HUMAN	Homo sapiens (Human)	YARS1 YARS
P54619	P54619	AAKG1_HUMAN	Homo sapiens (Human)	PRKAG1
P54710	P54710	ATNG_HUMAN	Homo sapiens (Human)	FXYD2 ATP1C ATP1G1
P54725	P54725	RD23A_HUMAN	Homo sapiens (Human)	RAD23A
P54727	P54727	RD23B_HUMAN	Homo sapiens (Human)	RAD23B
P54756	P54756	EPHA5_HUMAN	Homo sapiens (Human)	EPHA5 BSK EHK1 HEK7 TYRO4
P54760	P54760	EPHB4_HUMAN	Homo sapiens (Human)	EPHB4 HTK MYK1 TYRO11
P54802	P54802	ANAG_HUMAN	Homo sapiens (Human)	NAGLU UFHSD1
P54826	P54826	GAS1_HUMAN	Homo sapiens (Human)	GAS1
P54855	P54855	UDB15_HUMAN	Homo sapiens (Human)	UGT2B15 UGT2B8
P54868	P54868	HMCS2_HUMAN	Homo sapiens (Human)	HMGCS2
P54886	P54886	P5CS_HUMAN	Homo sapiens (Human)	ALDH18A1 GSAS P5CS PYCS
P55000	P55000	SLUR1_HUMAN	Homo sapiens (Human)	SLURP1 ARS
P55040	P55040	GEM_HUMAN	Homo sapiens (Human)	GEM KIR
P55064	P55064	AQP5_HUMAN	Homo sapiens (Human)	AQP5
P55072	P55072	TERA_HUMAN	Homo sapiens (Human)	VCP
P55075	P55075	FGF8_HUMAN	Homo sapiens (Human)	FGF8 AIGF
P55084	P55084	ECHB_HUMAN	Homo sapiens (Human)	HADHB MSTP029
P55157	P55157	MTP_HUMAN	Homo sapiens (Human)	MTTP MTP
P55197	P55197	AF10_HUMAN	Homo sapiens (Human)	MLLT10 AF10
P55199	P55199	ELL_HUMAN	Homo sapiens (Human)	ELL C19orf17
P55210	P55210	CASP7_HUMAN	Homo sapiens (Human)	CASP7 MCH3
P55211	P55211	CASP9_HUMAN	Homo sapiens (Human)	CASP9 MCH6
P55212	P55212	CASP6_HUMAN	Homo sapiens (Human)	CASP6 MCH2
P55316	P55316	FOXG1_HUMAN	Homo sapiens (Human)	FOXG1 FKH2 FKHL1 FKHL2 FKHL3 FKHL4 FOXG1A FOXG1B FOXG1C
P55345	P55345	ANM2_HUMAN	Homo sapiens (Human)	PRMT2 HMT1 HRMT1L1
P55774	P55774	CCL18_HUMAN	Homo sapiens (Human)	CCL18 AMAC1 DCCK1 MIP4 PARC SCYA18
P55789	P55789	ALR_HUMAN	Homo sapiens (Human)	GFER ALR HERV1 HPO
P55795	P55795	HNRH2_HUMAN	Homo sapiens (Human)	HNRNPH2 FTP3 HNRPH2
P55809	P55809	SCOT1_HUMAN	Homo sapiens (Human)	OXCT1 OXCT SCOT
P55854	P55854	SUMO3_HUMAN	Homo sapiens (Human)	SUMO3 SMT3A SMT3H1
P55884	P55884	EIF3B_HUMAN	Homo sapiens (Human)	EIF3B EIF3S9
P55957	P55957	BID_HUMAN	Homo sapiens (Human)	BID
P56159	P56159	GFRA1_HUMAN	Homo sapiens (Human)	GFRA1 GDNFRA RETL1 TRNR1
P56181	P56181	NDUV3_HUMAN	Homo sapiens (Human)	NDUFV3
P56192	P56192	SYMC_HUMAN	Homo sapiens (Human)	MARS1 MARS
P56199	P56199	ITA1_HUMAN	Homo sapiens (Human)	ITGA1
P56279	P56279	TCL1A_HUMAN	Homo sapiens (Human)	TCL1A TCL1
P56282	P56282	DPOE2_HUMAN	Homo sapiens (Human)	POLE2 DPE2
P56373	P56373	P2RX3_HUMAN	Homo sapiens (Human)	P2RX3
P56470	P56470	LEG4_HUMAN	Homo sapiens (Human)	LGALS4
P56545	P56545	CTBP2_HUMAN	Homo sapiens (Human)	CTBP2
P56589	P56589	PEX3_HUMAN	Homo sapiens (Human)	PEX3
P56696	P56696	KCNQ4_HUMAN	Homo sapiens (Human)	KCNQ4
P56945	P56945	BCAR1_HUMAN	Homo sapiens (Human)	BCAR1 CAS CASS1 CRKAS
P56962	P56962	STX17_HUMAN	Homo sapiens (Human)	STX17
P57052	P57052	RBM11_HUMAN	Homo sapiens (Human)	RBM11
P57075	P57075	UBS3A_HUMAN	Homo sapiens (Human)	UBASH3A STS2
P57730	P57730	CAR18_HUMAN	Homo sapiens (Human)	CARD18 ICEBERG UNQ5804/PRO19611
P57740	P57740	NU107_HUMAN	Homo sapiens (Human)	NUP107
P57764	P57764	GSDMD_HUMAN	Homo sapiens (Human)	GSDMD DFNA5L GSDMDC1 FKSG10
P57768	P57768	SNX16_HUMAN	Homo sapiens (Human)	SNX16
P57771	P57771	RGS8_HUMAN	Homo sapiens (Human)	RGS8
P57772	P57772	SELB_HUMAN	Homo sapiens (Human)	EEFSEC SELB
P57789	P57789	KCNKA_HUMAN	Homo sapiens (Human)	KCNK10 TREK2
P58004	P58004	SESN2_HUMAN	Homo sapiens (Human)	SESN2 Hi95 SEST2
